from.id,from.type,to.id,to.type,weight
ability,concept,2007-09-13.txt,source,1
consequences,concept,2004-09-30.txt,source,1
function,concept,2004-04-13.txt,source,2
accepts,concept,2001-11-12.txt,source,1
process,concept,2004-03-20.txt,source,1
rendered,concept,2003-03-06.txt,source,1
postopen,concept,2000-09-26.txt,source,1
handling,concept,2002-06-26.txt,source,3
analysis,concept,2003-06-24.txt,source,1
-,concept,2004-10-06.txt,source,3
affects,concept,2002-03-28.txt,source,1
system,concept,2005-08-09.txt,source,10
affects,concept,2003-12-18.txt,source,1
password,concept,2004-04-12.txt,source,6
web,concept,2009-11-30.txt,source,25
-,concept,2007-08-01.txt,source,2
allow,concept,2008-12-24.txt,source,2
number,concept,2002-04-29.txt,source,2
choose,concept,2002-02-04.txt,source,1
int,concept,2003-03-29.txt,source,4
generate,concept,2002-02-25.txt,source,1
airport,concept,2007-02-02.txt,source,3
capture,concept,2008-06-27.txt,source,2
-,concept,2003-06-18.txt,source,2
services,concept,2004-06-02.txt,source,3
search,concept,2006-01-01.txt,source,1
overflow,concept,2008-02-20.txt,source,3
service,concept,2005-07-01.txt,source,4
page,concept,2002-02-28.txt,source,1
commands,concept,2002-11-20.txt,source,1
pad,concept,2002-10-08.txt,source,2
netbios,concept,2004-11-29.txt,source,1
attacker,concept,2001-09-28.txt,source,1
-,concept,2001-10-29.txt,source,2
return,concept,2003-02-17.txt,source,1
communication,concept,2003-10-14.txt,source,2
system,concept,2004-03-04.txt,source,4
associated,concept,2000-10-06.txt,source,5
default,concept,2002-01-15.txt,source,1
application,concept,2008-10-02.txt,source,1
framework,concept,2004-11-23.txt,source,4
vulnerability,concept,2007-05-11.txt,source,3
protocol,concept,2002-02-12.txt,source,15
uses,concept,2007-07-12.txt,source,1
console,concept,2007-02-20.txt,source,1
access,concept,2009-04-06.txt,source,1
assumption,concept,2002-03-02.txt,source,1
system,concept,2005-11-02.txt,source,1
user,concept,2001-10-29.txt,source,3
errors,concept,2003-09-16.txt,source,3
applications,concept,2004-04-14.txt,source,1
list,concept,2000-10-25.txt,source,3
mode,concept,2004-10-12.txt,source,2
view,concept,2008-02-29.txt,source,2
triggered,concept,2002-02-25.txt,source,1
ff,concept,2002-03-01.txt,source,2
occurs,concept,2007-04-21.txt,source,1
place,concept,2005-11-03.txt,source,1
issues,concept,2007-12-19.txt,source,1
ip,concept,2001-05-01.txt,source,1
handle,concept,2009-05-19.txt,source,1
intel,concept,2004-03-23.txt,source,1
unigraphics,concept,2009-03-31.txt,source,1
links,concept,2009-04-06.txt,source,1
sending,concept,2006-12-01.txt,source,1
cms,concept,2007-04-17.txt,source,1
execute,concept,2005-03-29.txt,source,1
utilizing,concept,2003-11-04.txt,source,1
using,concept,2005-01-12.txt,source,4
overflow,concept,2001-05-03.txt,source,2
server,concept,2001-07-24.txt,source,4
overflow,concept,2004-11-22.txt,source,3
authentication,concept,2005-08-31.txt,source,2
-,concept,2006-10-17.txt,source,2
iis,concept,2003-11-12.txt,source,1
defines,concept,2003-07-31.txt,source,1
criteria,concept,2005-02-28.txt,source,2
crafted,concept,2005-07-02.txt,source,1
facilities,concept,2005-05-09.txt,source,1
cached,concept,2009-12-01.txt,source,1
provide,concept,2006-12-01.txt,source,1
cgi,concept,2005-09-20.txt,source,1
configuration,concept,2008-12-11.txt,source,1
manufacturers,concept,2007-02-23.txt,source,1
products,concept,2001-11-19.txt,source,1
version,concept,2004-11-17.txt,source,1
fail,concept,2006-06-09.txt,source,1
gateway,concept,2008-09-25.txt,source,1
note,concept,2005-09-28.txt,source,1
bulletin,concept,2006-07-14.txt,source,1
services,concept,2001-06-19.txt,source,2
directory,concept,2005-08-17.txt,source,5
users,concept,2004-02-06.txt,source,1
indexed,concept,2006-01-01.txt,source,1
security,concept,2002-08-26.txt,source,1
match,concept,2005-02-28.txt,source,1
vu,concept,2002-10-01.txt,source,2
indicate,concept,2001-10-03.txt,source,1
act,concept,2000-09-29.txt,source,1
smpp,concept,2003-05-12.txt,source,1
ipv,concept,2004-03-25.txt,source,3
applications,concept,2002-04-08.txt,source,2
vulnerability,concept,2006-06-02.txt,source,1
access,concept,2005-08-09.txt,source,5
loading,concept,2003-07-15.txt,source,2
argv,concept,2003-11-05.txt,source,2
machines,concept,2001-11-27.txt,source,1
aol,concept,2002-06-11.txt,source,2
service,concept,2004-05-11.txt,source,8
message,concept,2002-02-12.txt,source,4
archives,concept,2006-03-09.txt,source,1
fails,concept,2006-11-06.txt,source,1
crash,concept,2007-04-26.txt,source,1
vulnerability,concept,2002-12-04.txt,source,1
business,concept,2009-07-15.txt,source,1
attacker,concept,2004-08-20.txt,source,1
attachment,concept,2009-08-18.txt,source,1
context,concept,2007-04-16.txt,source,1
section,concept,2002-10-02.txt,source,1
java,concept,2006-02-09.txt,source,11
overflow,concept,2006-06-05.txt,source,2
versions,concept,2003-12-02.txt,source,1
version,concept,2009-09-10.txt,source,2
attacker,concept,2002-10-04.txt,source,2
effect,concept,2001-04-06.txt,source,1
broadcast,concept,2001-12-13.txt,source,1
http,concept,2007-01-30.txt,source,1
html,concept,2004-07-14.txt,source,7
server,concept,2001-12-04.txt,source,3
characters,concept,2004-11-17.txt,source,1
provided,concept,2006-09-27.txt,source,1
condition,concept,2005-03-04.txt,source,1
logic,concept,2002-11-20.txt,source,1
machine,concept,2004-04-05.txt,source,4
contains,concept,2009-02-26.txt,source,1
issue,concept,2008-02-11.txt,source,1
properties,concept,2008-02-04.txt,source,1
exchange,concept,2004-02-05.txt,source,2
packets,concept,2002-01-15.txt,source,1
process,concept,2000-09-29.txt,source,1
sql,concept,2004-06-07.txt,source,3
day,concept,2008-07-28.txt,source,1
allows,concept,2004-04-26.txt,source,1
credit,concept,2006-01-18.txt,source,1
exploits,concept,2003-07-28.txt,source,1
date,concept,2007-03-02.txt,source,1
http,concept,2000-10-02.txt,source,3
reports,concept,2004-12-21.txt,source,1
security,concept,2002-06-27.txt,source,2
crafted,concept,2006-01-19.txt,source,1
enables,concept,2005-04-12.txt,source,1
resulting,concept,2004-02-23.txt,source,1
allow,concept,2003-07-15.txt,source,2
effect,concept,2001-08-23.txt,source,1
html,concept,2008-05-19.txt,source,2
users,concept,2001-04-28.txt,source,1
plug-ins,concept,2003-03-19.txt,source,16
hhctrl,concept,2005-01-12.txt,source,1
vary,concept,2006-01-26.txt,source,1
files,concept,2006-07-31.txt,source,2
presents,concept,2001-09-12.txt,source,1
opens,concept,2007-01-16.txt,source,1
includes,concept,2006-07-31.txt,source,1
code,concept,2001-11-12.txt,source,1
section,concept,2003-12-22.txt,source,1
buffer,concept,2003-07-16.txt,source,2
helix,concept,2007-11-16.txt,source,1
execute,concept,2007-11-16.txt,source,2
fax,concept,2001-10-01.txt,source,1
data,concept,2007-04-25.txt,source,2
indicate,concept,2007-02-14.txt,source,1
results,concept,2008-12-11.txt,source,1
displays,concept,2000-09-26.txt,source,1
firewalls,concept,2005-11-02.txt,source,1
svm,concept,2004-07-26.txt,source,1
cameras,concept,2002-02-09.txt,source,1
system,concept,2003-04-17.txt,source,1
dismiss,concept,2001-05-14.txt,source,1
controls,concept,2005-08-24.txt,source,1
windows,concept,2004-10-18.txt,source,2
boot,concept,2003-03-06.txt,source,2
switch,concept,2004-08-17.txt,source,3
malloc,concept,2005-05-04.txt,source,1
ecma-,concept,2002-12-12.txt,source,1
control,concept,2002-05-10.txt,source,10
date,concept,2002-10-17.txt,source,1
occur,concept,2006-08-22.txt,source,1
-,concept,2004-08-04.txt,source,4
htr,concept,2001-05-25.txt,source,10
knowledge,concept,2006-01-26.txt,source,1
industry,concept,2002-10-11.txt,source,1
setuid,concept,2005-05-16.txt,source,1
user,concept,2005-08-12.txt,source,1
oops,concept,2007-03-13.txt,source,1
webbrowser,concept,2008-12-25.txt,source,1
exploitable,concept,2004-06-22.txt,source,2
selection,concept,2005-02-28.txt,source,1
execution,concept,2001-04-27.txt,source,2
string,concept,2004-11-03.txt,source,1
date,concept,2009-07-06.txt,source,1
administered,concept,2003-09-19.txt,source,1
strings,concept,2002-01-09.txt,source,1
multimedia,concept,2005-10-11.txt,source,1
accounts,concept,2006-08-10.txt,source,1
execute,concept,2005-10-11.txt,source,2
transfer,concept,2002-12-10.txt,source,1
files,concept,2007-01-19.txt,source,1
others,concept,2003-09-30.txt,source,1
smtp,concept,2003-08-11.txt,source,1
vulnerability,concept,2001-10-19.txt,source,1
run,concept,2003-07-28.txt,source,1
connectivity,concept,2006-09-22.txt,source,1
vulnerability,concept,2004-10-19.txt,source,1
http,concept,2003-05-14.txt,source,1
pointer,concept,2002-12-19.txt,source,1
revealed,concept,2004-08-24.txt,source,1
introduce,concept,2008-04-04.txt,source,1
application,concept,2004-03-17.txt,source,1
-,concept,2003-08-18.txt,source,3
requests,concept,2002-10-29.txt,source,1
contain,concept,2001-06-18.txt,source,1
server,concept,2001-10-04.txt,source,2
case,concept,2004-06-02.txt,source,2
files,concept,2007-11-16.txt,source,1
overflows,concept,2007-03-21.txt,source,2
scripting,concept,2009-08-18.txt,source,2
location,concept,2003-11-19.txt,source,1
windows,concept,2005-03-08.txt,source,1
date,concept,2006-08-21.txt,source,1
device,concept,2009-11-19.txt,source,2
windows,concept,2001-12-08.txt,source,1
context,concept,2007-01-15.txt,source,1
issue,concept,2008-03-18.txt,source,1
squirrelmail,concept,2005-02-09.txt,source,5
value,concept,2004-05-10.txt,source,1
permit,concept,2002-08-10.txt,source,1
buses,concept,2005-05-23.txt,source,1
causing,concept,2002-08-10.txt,source,1
files,concept,2008-01-30.txt,source,1
tcp,concept,2007-10-13.txt,source,3
-,concept,2001-09-10.txt,source,2
details,concept,2003-05-04.txt,source,1
user,concept,2007-09-11.txt,source,2
message,concept,2008-02-29.txt,source,1
authentication,concept,2005-04-20.txt,source,1
application,concept,2006-03-03.txt,source,1
protocols,concept,2005-02-09.txt,source,1
crafted,concept,2009-09-05.txt,source,1
build,concept,2001-09-20.txt,source,1
system,concept,2001-09-14.txt,source,1
attacker,concept,2007-06-06.txt,source,1
mode,concept,2001-06-08.txt,source,1
code,concept,2001-11-29.txt,source,3
modify,concept,2006-05-03.txt,source,1
module,concept,2008-02-14.txt,source,3
view,concept,2010-01-12.txt,source,1
ms-dos,concept,2004-10-13.txt,source,1
viewing,concept,2003-08-01.txt,source,1
management,concept,2002-02-12.txt,source,22
dataaccess,concept,2000-09-26.txt,source,1
filename,concept,2003-04-30.txt,source,1
using,concept,2008-05-15.txt,source,1
office,concept,2006-06-16.txt,source,1
using,concept,2006-08-22.txt,source,2
date,concept,2008-07-01.txt,source,1
convince,concept,2005-01-21.txt,source,1
allow,concept,2007-11-19.txt,source,3
case,concept,2009-02-11.txt,source,1
contains,concept,2003-02-19.txt,source,1
attempt,concept,2001-12-08.txt,source,1
services,concept,2004-08-03.txt,source,1
facility,concept,2005-04-01.txt,source,1
condition,concept,2005-09-02.txt,source,1
hewlett,concept,2006-08-23.txt,source,1
condition,concept,2004-08-02.txt,source,1
web,concept,2004-05-26.txt,source,1
explorer,concept,2009-06-09.txt,source,1
acknowledgement,concept,2002-10-08.txt,source,3
server,concept,2007-04-25.txt,source,5
number,concept,2002-09-14.txt,source,2
tcp,concept,2003-08-21.txt,source,2
describing,concept,2001-04-06.txt,source,1
solaris,concept,2003-04-04.txt,source,2
modify,concept,2006-01-25.txt,source,1
viewing,concept,2003-02-27.txt,source,2
failed,concept,2002-06-13.txt,source,1
enterprise,concept,2007-06-01.txt,source,1
denial,concept,2004-09-02.txt,source,1
-hosts,concept,2000-09-29.txt,source,2
vulnerability,concept,2005-08-04.txt,source,2
allow,concept,2004-11-23.txt,source,3
code,concept,2006-10-12.txt,source,3
refer,concept,2006-11-08.txt,source,1
exploitable,concept,2000-10-02.txt,source,1
exists,concept,2001-10-25.txt,source,1
non-privileged,concept,2005-05-18.txt,source,1
termination,concept,2002-07-30.txt,source,1
condition,concept,2008-04-08.txt,source,1
patch,concept,2004-12-22.txt,source,1
access,concept,2003-05-04.txt,source,3
buffer,concept,2006-08-02.txt,source,2
include,concept,2002-11-19.txt,source,1
gopher,concept,2005-09-02.txt,source,8
vulnerability,concept,2002-03-28.txt,source,1
use,concept,2006-08-08.txt,source,1
convince,concept,2005-12-21.txt,source,1
-,concept,2006-02-14.txt,source,3
function,concept,2001-08-09.txt,source,1
functionality,concept,2005-11-03.txt,source,1
specify,concept,2005-07-12.txt,source,1
include,concept,2003-06-02.txt,source,1
libraries,concept,2004-05-14.txt,source,1
attacked,concept,2005-04-27.txt,source,1
code,concept,2006-05-09.txt,source,2
page,concept,2005-07-02.txt,source,3
propagated,concept,2001-10-10.txt,source,1
format,concept,2003-09-19.txt,source,1
transport,concept,2001-10-10.txt,source,1
executes,concept,2010-03-05.txt,source,2
file,concept,2008-10-06.txt,source,1
case,concept,2001-12-07.txt,source,1
handling,concept,2003-11-12.txt,source,1
versions,concept,2004-04-09.txt,source,1
allow,concept,2001-04-27.txt,source,1
evade,concept,2004-12-10.txt,source,1
mistake,concept,2002-04-10.txt,source,1
core,concept,2003-04-16.txt,source,1
denial-of-service,concept,2005-04-13.txt,source,1
allow,concept,2010-05-10.txt,source,1
database,concept,2001-06-27.txt,source,1
date,concept,2001-12-14.txt,source,1
privileges,concept,2002-04-11.txt,source,6
system,concept,2004-05-21.txt,source,4
paths,concept,2001-04-10.txt,source,1
spoofing,concept,2008-03-25.txt,source,1
program,concept,2002-03-11.txt,source,6
receiving,concept,2001-08-16.txt,source,1
evaluates,concept,2003-06-06.txt,source,1
reset,concept,2001-12-27.txt,source,1
double-free,concept,2004-09-02.txt,source,3
dns,concept,2009-12-01.txt,source,2
called,concept,2002-06-24.txt,source,1
user,concept,2008-04-08.txt,source,1
bulletin,concept,2007-09-12.txt,source,1
note,concept,2003-10-03.txt,source,1
attacker,concept,2003-03-29.txt,source,3
web,concept,2009-08-31.txt,source,1
sk,concept,2008-03-18.txt,source,1
linux,concept,2007-02-09.txt,source,1
provides,concept,2002-09-12.txt,source,1
versions,concept,2001-01-29.txt,source,2
application,concept,2005-08-23.txt,source,2
anti-spam,concept,2005-01-05.txt,source,4
contains,concept,2007-03-22.txt,source,1
called,concept,2009-07-06.txt,source,1
modems,concept,2003-05-19.txt,source,1
supply,concept,2004-02-23.txt,source,1
validate,concept,2005-05-16.txt,source,1
decoded,concept,2001-05-15.txt,source,1
policies,concept,2003-03-06.txt,source,1
software,concept,2003-03-25.txt,source,1
list,concept,2003-02-04.txt,source,1
attacker,concept,2006-11-07.txt,source,2
notification,concept,2007-02-12.txt,source,1
oracle,concept,2004-02-27.txt,source,3
querying,concept,2005-06-27.txt,source,2
lets,concept,2004-08-11.txt,source,1
input,concept,2005-10-26.txt,source,1
proposed,concept,2009-11-23.txt,source,1
includes,concept,2007-06-22.txt,source,1
trigger,concept,2004-09-13.txt,source,1
packets,concept,2006-04-28.txt,source,1
ftp,concept,2000-12-21.txt,source,1
network,concept,2001-04-06.txt,source,1
output,concept,2003-01-31.txt,source,1
calculate,concept,2008-12-02.txt,source,1
skeme,concept,2004-02-05.txt,source,1
exploit,concept,2007-08-09.txt,source,1
wildcards,concept,2008-08-08.txt,source,1
files,concept,2001-05-25.txt,source,5
printers,concept,2003-10-10.txt,source,1
number,concept,2000-09-29.txt,source,5
allows,concept,2003-06-12.txt,source,1
ndiswrapper,concept,2007-08-01.txt,source,1
unauthenticated,concept,2009-12-01.txt,source,1
leveraged,concept,2003-01-21.txt,source,1
users,concept,2001-11-29.txt,source,1
vpn-,concept,2004-02-05.txt,source,1
location,concept,2002-02-09.txt,source,1
fails,concept,2006-06-13.txt,source,1
case,concept,2001-02-06.txt,source,1
media,concept,2004-02-06.txt,source,3
visiting,concept,2007-05-30.txt,source,1
url,concept,2000-11-20.txt,source,1
deletion,concept,2006-09-28.txt,source,1
passes,concept,2007-06-26.txt,source,1
exploitable,concept,2004-03-16.txt,source,1
allows,concept,2002-06-24.txt,source,1
displayed,concept,2001-06-07.txt,source,1
unauthenticated,concept,2007-07-16.txt,source,1
code,concept,2006-12-14.txt,source,2
consists,concept,2001-01-28.txt,source,1
attacker,concept,2003-01-17.txt,source,2
format,concept,2006-06-13.txt,source,1
user,concept,2009-07-06.txt,source,2
protocol,concept,2004-06-09.txt,source,2
interface,concept,2005-10-12.txt,source,1
system,concept,2006-07-11.txt,source,1
privileges,concept,2001-09-25.txt,source,2
compromise,concept,2004-06-07.txt,source,1
email,concept,2001-10-08.txt,source,1
linux,concept,2004-03-09.txt,source,1
settings,concept,2010-04-06.txt,source,2
control,concept,2003-03-29.txt,source,1
measures,concept,2003-06-13.txt,source,1
attachments,concept,2005-12-30.txt,source,1
service,concept,2002-05-17.txt,source,12
scripts,concept,2007-01-03.txt,source,2
execute,concept,2001-09-14.txt,source,2
appndx,concept,2000-10-25.txt,source,5
-,concept,2006-06-16.txt,source,2
memory,concept,2007-03-19.txt,source,1
superuser,concept,2001-10-04.txt,source,1
accessing,concept,2010-06-17.txt,source,1
user,concept,2001-10-31.txt,source,1
user,concept,2005-08-16.txt,source,1
officescan,concept,2007-02-20.txt,source,3
number,concept,2006-09-08.txt,source,1
queries,concept,2008-06-19.txt,source,1
user,concept,2007-04-19.txt,source,1
execution,concept,2005-06-08.txt,source,1
assume,concept,2003-01-24.txt,source,1
use,concept,2002-07-22.txt,source,2
trick,concept,2003-05-07.txt,source,1
flags,concept,2008-04-04.txt,source,1
attacker,concept,2001-06-27.txt,source,4
using,concept,2000-09-29.txt,source,7
microsystems,concept,2000-12-12.txt,source,3
implements,concept,2007-06-14.txt,source,1
nlst,concept,2009-08-31.txt,source,2
controls,concept,2005-01-20.txt,source,2
message,concept,2005-07-02.txt,source,1
comment,concept,2002-04-10.txt,source,1
sony,concept,2006-04-12.txt,source,1
vifromline,concept,2005-09-02.txt,source,1
track,concept,2006-06-27.txt,source,1
attachment,concept,2009-04-16.txt,source,1
privileges,concept,2006-09-01.txt,source,1
crash,concept,2007-02-22.txt,source,1
crash,concept,2007-11-01.txt,source,1
configuration,concept,2010-01-04.txt,source,2
attacker,concept,2001-04-06.txt,source,1
documents,concept,2008-03-22.txt,source,1
mailing,concept,2000-10-25.txt,source,1
daemon,concept,2004-04-06.txt,source,2
code,concept,2003-12-22.txt,source,3
write,concept,2004-09-14.txt,source,1
using,concept,2000-11-16.txt,source,6
target,concept,2003-02-14.txt,source,2
allows,concept,2002-08-22.txt,source,1
spawned,concept,2001-11-12.txt,source,1
ssh,concept,2006-06-22.txt,source,1
windows,concept,2004-07-13.txt,source,3
macromedia,concept,2001-07-30.txt,source,1
information,concept,2007-06-25.txt,source,1
message,concept,2007-05-10.txt,source,1
view,concept,2007-11-16.txt,source,1
concept,concept,2007-10-30.txt,source,1
un-checked,concept,2002-10-23.txt,source,1
email,concept,2000-10-25.txt,source,2
protocolcatalogmutex,concept,2001-02-06.txt,source,2
stub,concept,2002-11-20.txt,source,2
making,concept,2008-06-18.txt,source,1
parsing,concept,2004-01-13.txt,source,1
occur,concept,2007-06-06.txt,source,1
diagram,concept,2001-12-13.txt,source,2
exploit,concept,2003-09-15.txt,source,2
text,concept,2001-07-20.txt,source,1
code,concept,2005-01-21.txt,source,1
system,concept,2007-10-08.txt,source,1
avoid,concept,2008-04-04.txt,source,1
bulletin,concept,2003-04-16.txt,source,1
protocol,concept,2004-02-26.txt,source,3
exists,concept,2007-04-03.txt,source,1
occur,concept,2001-04-27.txt,source,1
date,concept,2006-04-17.txt,source,1
read,concept,2006-05-30.txt,source,1
software,concept,2008-01-02.txt,source,1
addition,concept,2002-07-11.txt,source,1
tcp,concept,2008-02-28.txt,source,1
command,concept,2007-07-27.txt,source,1
user,concept,2004-11-08.txt,source,3
configuration,concept,2000-12-22.txt,source,1
uses,concept,2009-12-14.txt,source,1
example,concept,2006-01-01.txt,source,1
place,concept,2002-07-13.txt,source,1
ciphertext,concept,2000-10-06.txt,source,3
map,concept,2002-06-28.txt,source,1
user,concept,2005-01-24.txt,source,5
denial,concept,2006-10-04.txt,source,1
functions,concept,2001-12-21.txt,source,6
attackers,concept,2001-09-12.txt,source,1
validation,concept,2005-01-18.txt,source,2
users,concept,2001-06-01.txt,source,1
string,concept,2005-03-09.txt,source,3
system,concept,2003-01-24.txt,source,2
chosen,concept,2001-11-28.txt,source,1
provided,concept,2006-11-14.txt,source,1
references,concept,2009-11-24.txt,source,1
obtain,concept,2007-06-22.txt,source,1
commands,concept,2002-07-16.txt,source,1
allows,concept,2004-03-29.txt,source,1
jpeg,concept,2009-06-19.txt,source,4
leveraged,concept,2000-09-26.txt,source,1
customers,concept,2004-03-22.txt,source,1
interface,concept,2002-08-08.txt,source,2
issues,concept,2003-07-30.txt,source,1
follows,concept,2003-05-16.txt,source,1
testing,concept,2008-12-10.txt,source,1
kill,concept,2004-04-20.txt,source,1
attackers,concept,2002-07-11.txt,source,3
crafted,concept,2007-01-12.txt,source,1
outlook,concept,2008-03-22.txt,source,1
use,concept,2002-02-14.txt,source,1
constructing,concept,2005-01-20.txt,source,1
image,concept,2004-09-17.txt,source,3
web,concept,2003-10-07.txt,source,2
caching,concept,2007-10-05.txt,source,1
microsoft,concept,2007-08-23.txt,source,1
buffer,concept,2005-03-18.txt,source,2
versions,concept,2001-01-28.txt,source,1
call,concept,2002-02-09.txt,source,1
presence,concept,2003-01-24.txt,source,1
-,concept,2004-07-19.txt,source,2
assumptions,concept,2007-02-12.txt,source,1
deletion,concept,2008-07-28.txt,source,3
start,concept,2003-05-07.txt,source,1
exist,concept,2006-01-18.txt,source,1
reader,concept,2003-03-19.txt,source,14
video,concept,2003-06-05.txt,source,2
device,concept,2010-03-25.txt,source,1
digital-rights-management,concept,2003-07-15.txt,source,1
crafted,concept,2001-10-19.txt,source,1
lead,concept,2003-12-10.txt,source,1
production,concept,2005-08-09.txt,source,1
page,concept,2007-03-02.txt,source,1
information,concept,2003-01-06.txt,source,6
server,concept,2010-06-17.txt,source,2
view,concept,2008-01-03.txt,source,1
methods,concept,2008-12-02.txt,source,1
archive,concept,2007-11-08.txt,source,1
cde,concept,2004-08-25.txt,source,1
allow,concept,2002-12-06.txt,source,1
attacker,concept,2006-03-22.txt,source,2
crafted,concept,2002-06-13.txt,source,1
date,concept,2002-09-24.txt,source,1
field-name,concept,2008-05-09.txt,source,2
gnu,concept,2006-11-28.txt,source,7
characters,concept,2005-05-12.txt,source,1
explorer,concept,2008-09-18.txt,source,1
ciphertexts,concept,2003-04-22.txt,source,1
clients,concept,2004-05-07.txt,source,1
intruder,concept,2003-01-13.txt,source,1
overwrite,concept,2004-05-19.txt,source,1
microsoft,concept,2001-09-07.txt,source,2
system,concept,2003-09-04.txt,source,1
dll,concept,2007-08-12.txt,source,1
dll,concept,2009-03-24.txt,source,1
dchp,concept,2004-06-22.txt,source,1
code,concept,2006-11-30.txt,source,1
vulnerability,concept,2006-05-02.txt,source,1
security,concept,2003-11-18.txt,source,9
induce,concept,2003-03-26.txt,source,1
player,concept,2007-03-06.txt,source,1
linux,concept,2004-09-01.txt,source,1
anti-virus,concept,2007-06-06.txt,source,6
install,concept,2008-04-11.txt,source,1
features,concept,2003-03-19.txt,source,1
pids,concept,2000-11-13.txt,source,1
error,concept,2010-03-23.txt,source,2
handle,concept,2007-03-16.txt,source,1
execution,concept,2007-02-05.txt,source,1
group,concept,2008-05-21.txt,source,1
date,concept,2007-04-19.txt,source,1
-,concept,2007-02-15.txt,source,2
replace,concept,2006-04-12.txt,source,1
crafted,concept,2007-06-12.txt,source,1
attacker,concept,2005-10-26.txt,source,1
activex,concept,2009-01-15.txt,source,3
delivery,concept,2005-08-23.txt,source,1
instructions,concept,2001-11-27.txt,source,1
control,concept,2005-09-02.txt,source,1
execute,concept,2006-07-24.txt,source,1
domino,concept,2007-03-28.txt,source,3
email,concept,2001-12-14.txt,source,1
learn,concept,2001-05-14.txt,source,1
heap-based,concept,2007-07-09.txt,source,1
microsoft,concept,2004-03-01.txt,source,1
user,concept,2008-03-11.txt,source,2
crafted,concept,2010-04-12.txt,source,1
sys,concept,2008-10-07.txt,source,1
http,concept,2002-02-28.txt,source,1
webserver,concept,2008-07-29.txt,source,1
newfunction,concept,2010-06-07.txt,source,2
yielded,concept,2008-07-08.txt,source,1
comes,concept,2006-02-21.txt,source,1
denial-of-service,concept,2004-11-17.txt,source,1
component,concept,2007-03-28.txt,source,2
types,concept,2003-02-21.txt,source,1
-,concept,2003-09-30.txt,source,2
date,concept,2000-12-04.txt,source,1
date,concept,2000-11-02.txt,source,1
execution,concept,2002-04-26.txt,source,1
code,concept,2002-08-06.txt,source,1
cert,concept,2007-02-25.txt,source,1
restrictions,concept,2001-08-16.txt,source,1
addresses,concept,2009-03-10.txt,source,1
interpretation,concept,2009-11-23.txt,source,1
flexwan,concept,2004-03-30.txt,source,2
passwords,concept,2003-12-10.txt,source,1
denial-of-service,concept,2005-01-07.txt,source,2
preventing,concept,2008-12-02.txt,source,1
vulnerability,concept,2001-09-06.txt,source,2
control,concept,2004-04-07.txt,source,2
overflowed,concept,2008-06-11.txt,source,1
events,concept,2004-09-10.txt,source,1
negotiated,concept,2005-03-29.txt,source,1
script,concept,2007-06-25.txt,source,1
occurs,concept,2005-01-13.txt,source,1
applies,concept,2001-02-16.txt,source,1
provides,concept,2007-04-23.txt,source,1
retention,concept,2007-01-12.txt,source,1
server,concept,2009-03-13.txt,source,1
execute,concept,2007-04-18.txt,source,1
bind,concept,2002-06-27.txt,source,4
lower,concept,2006-09-22.txt,source,1
data,concept,2005-02-28.txt,source,1
rfc,concept,2003-01-06.txt,source,2
message,concept,2009-04-06.txt,source,1
vulnerability,concept,2003-08-01.txt,source,1
execution,concept,2007-05-09.txt,source,1
applications,concept,2004-04-19.txt,source,1
handle,concept,2001-12-08.txt,source,1
cards,concept,2003-03-25.txt,source,3
vulnerabilities,concept,2001-12-21.txt,source,1
standards,concept,2002-02-12.txt,source,1
functionality,concept,2003-11-12.txt,source,3
vulnerability,concept,2004-04-20.txt,source,3
result,concept,2001-08-10.txt,source,1
attacker,concept,2006-06-21.txt,source,2
activex,concept,2006-10-27.txt,source,3
ta,concept,2007-11-27.txt,source,1
system,concept,2000-12-14.txt,source,1
agent,concept,2003-02-04.txt,source,4
object,concept,2008-04-04.txt,source,2
packages,concept,2007-02-23.txt,source,2
date,concept,2006-09-07.txt,source,1
version,concept,2008-01-25.txt,source,1
windows,concept,2007-08-23.txt,source,1
tcp,concept,2000-09-29.txt,source,5
internet,concept,2002-07-26.txt,source,1
service,concept,2007-07-23.txt,source,1
script,concept,2008-03-19.txt,source,1
plaintext,concept,2002-08-07.txt,source,1
formatted,concept,2001-01-29.txt,source,1
attacker,concept,2008-12-11.txt,source,2
execute,concept,2007-11-14.txt,source,1
bulletin,concept,2001-12-21.txt,source,1
account,concept,2009-09-09.txt,source,1
request,concept,2006-01-27.txt,source,4
feature,concept,2001-01-05.txt,source,4
gain,concept,2001-06-28.txt,source,3
names,concept,2001-08-20.txt,source,1
contains,concept,2006-04-12.txt,source,1
parsing,concept,2002-06-27.txt,source,2
handles,concept,2006-05-15.txt,source,1
service,concept,2007-03-28.txt,source,1
generate,concept,2003-12-29.txt,source,3
security,concept,2004-04-13.txt,source,1
condition,concept,2004-04-20.txt,source,2
lsa,concept,2004-04-13.txt,source,1
manages,concept,2007-02-26.txt,source,1
enabled,concept,2002-07-11.txt,source,1
ttyv,concept,2004-10-08.txt,source,1
connection,concept,2008-02-28.txt,source,2
iis,concept,2008-10-15.txt,source,1
execute,concept,2003-04-01.txt,source,1
doc,concept,2009-12-15.txt,source,2
computer,concept,2004-12-16.txt,source,1
function,concept,2007-03-17.txt,source,2
refer,concept,2007-03-19.txt,source,1
information,concept,2003-10-15.txt,source,1
system,concept,2008-02-20.txt,source,1
